YEAR,FIPS,STATE,NAME,INTPTLAT,INTPTLON,TOTALJAILPOP
2018,48201,TX,Harris County,29.857273,-95.393037,8673
2018,48187,TX,Guadalupe County,29.583532,-97.946771,364
2018,48141,TX,El Paso County,31.76648,-106.241424,2330
2018,48113,TX,Dallas County,32.766987,-96.778424,5210
